3674
3619	2826	0.12
3619	3310	0.99
3619	2321	0.1
3619	3161	0.12
3619	2436	0.99
3619	2325	0.3
3619	1260	0.17
3619	2962	0.99
3619	2012	0.15
3619	3348	0.99
3619	703	0.15
1062	2028	0.73
1062	2439	0.25
1062	2852	0.58
1062	9	0.25
1062	707	0.72
1062	2946	0.25
1062	3005	0.32
1062	18	0.72
1062	2325	0.51
1062	1474	0.26
1062	2183	0.83
1062	3213	0.24
1062	2206	0.8
1062	2298	0.77
1062	1538	0.32
1062	1937	0.25
1062	2288	0.83
1062	832	0.23
1062	221	0.53
1062	3566	0.33
1062	2692	0.33
1062	3594	0.93
1062	2166	0.25
1062	3141	0.74
1062	1039	0.33
1062	158	0.25
1062	356	0.24
1062	2165	0.23
1062	2874	0.25
1062	719	0.26
3174	2852	0.63
3174	2946	0.15
3174	18	0.15
3174	2424	0.99
3174	2358	0.19
3174	2983	0.99
3174	1596	0.99
3174	1466	0.99
3174	3414	0.99
3174	398	0.99
3174	356	0.15
3174	1891	0.19
3174	1092	0.99
848	258	0.15
848	3418	0.17
848	2225	0.16
848	307	0.99
848	3197	0.16
848	558	0.99
848	1210	0.99
848	972	0.55
848	611	0.17
848	1178	0.11
848	885	0.78
848	1349	0.93
848	3631	0.58
848	2253	0.7
848	1524	0.36
2005	3566	0.4
321	919	0.64
321	2325	0.15
321	1937	0.99
321	3178	0.19
321	2012	0.15
321	3042	0.12
321	660	0.15
2228	2622	0.16
2228	2852	0.12
2228	2946	0.12
2228	209	0.15
2228	803	0.99
2228	3508	0.14
2228	2322	0.16
2228	1529	0.11
2228	18	0.12
2228	3102	0.73
2228	1260	0.16
2228	850	0.15
2228	1013	0.15
2228	2987	0.11
2228	1758	0.11
2228	3020	0.14
2228	2535	0.16
2228	2775	0.16
2228	1203	0.6
2157	2265	0.14
2157	962	0.13
2157	1927	0.83
919	2891	0.38
1694	1158	0.1
1694	3307	0.14
1694	3525	0.63
1694	4	0.34
1694	781	0.14
1694	2321	0.81
1694	3197	0.18
1694	1259	0.11
1694	18	0.11
1694	2325	0.72
1694	1001	0.72
1694	2259	0.21
1694	785	0.1
1694	2982	0.6
1694	1347	0.11
1694	1618	0.1
1694	1758	0.11
1694	1145	0.5
1694	3280	0.34
1694	1118	0.12
1694	1381	0.13
1694	3426	0.51
1694	963	0.11
1694	2563	0.99
1694	2824	0.95
1694	3223	0.11
1694	55	0.47
1694	1927	0.11
1694	2671	0.11
1694	2608	0.11
1694	3452	0.72
1694	1841	0.1
1694	2898	0.63
1694	41	0.95
1694	719	0.6
1694	1752	0.11
1694	3400	0.6
1158	109	0.14
3561	3431	0.23
3561	2518	0.3
3561	2428	0.98
3561	1623	0.53
2036	3665	0.99
1436	2325	0.2
1436	1813	0.22
1436	965	0.99
1436	2843	0.15
1436	3450	0.97
2669	3151	0.14
1040	3358	0.54
1040	3000	0.82
1040	2892	0.42
1040	926	0.33
1040	1977	0.54
1040	1815	0.99
1040	1432	0.94
1040	3463	0.11
1040	879	0.96
1040	3104	0.99
1040	1156	0.97
1040	2167	0.99
1040	2066	0.54
412	781	0.31
412	1259	0.32
412	2259	0.65
412	1987	0.34
412	1097	0.34
412	1672	0.34
412	2887	0.34
412	719	0.43
412	1752	0.34
2565	206	0.3
3650	223	0.13
3650	2208	0.2
3650	51	0.2
3650	2455	0.2
1071	3650	0.99
3158	746	0.13
3158	1178	0.11
3158	675	0.99
3158	74	0.99
3158	2651	0.99
1327	2600	0.99
1327	2540	0.73
1327	478	0.22
1327	2895	0.99
1327	534	0.89
2767	2622	0.13
2767	2439	0.93
2767	2852	0.12
2767	707	0.14
2767	2946	0.14
2767	4	0.16
2767	1824	0.11
2767	1706	0.51
2767	602	0.11
2767	2825	0.5
2767	18	0.57
2767	3097	0.11
2767	2538	0.18
2767	2616	0.11
2767	1677	0.1
2767	2831	0.11
2767	3093	0.11
2767	2988	0.13
2767	1042	0.34
2767	1190	0.11
2767	2940	0.28
2767	2982	0.11
2767	373	0.11
2767	2429	0.11
2767	1347	0.11
2767	1912	0.97
2767	2908	0.99
2767	2502	0.11
2767	1940	0.13
2767	2563	0.56
2767	2128	0.11
2767	801	0.11
2767	1927	0.99
2767	1698	0.11
2767	2898	0.12
2767	3134	0.11
2702	3125	0.11
1837	2702	0.1
1837	107	0.99
1837	1134	0.13
1837	2000	0.11
1837	2306	0.13
1837	3420	0.13
1837	2536	0.11
1837	2366	0.13
1837	1124	0.13
1837	2176	0.13
1837	1841	0.1
1053	1676	0.33
1053	3490	0.25
1053	2884	0.53
1053	2179	0.33
1053	3161	0.26
1053	1308	0.53
1053	692	0.33
1053	1937	0.25
1053	3631	0.25
1053	2870	0.25
1053	1275	0.25
3592	2668	0.77
3592	1973	0.37
3592	3037	0.84
3592	3083	0.98
3592	1541	0.98
2439	2852	0.94
2439	707	0.94
2439	1305	0.12
2439	18	0.11
2439	1974	0.11
2439	1180	0.11
2439	1978	0.11
2439	118	0.99
2439	687	0.99
2439	1937	0.21
2439	338	0.11
2439	2666	0.11
2439	547	0.11
2439	1797	0.99
2439	2771	0.11
2439	81	0.11
2439	2891	0.99
2439	2166	0.54
2439	356	0.99
2439	3579	0.92
2439	3076	0.11
2852	2005	0.12
2852	1227	0.77
2852	707	0.94
2852	2946	0.96
2852	1798	0.11
2852	4	0.37
2852	2645	0.11
2852	18	0.94
2852	1043	0.11
2852	1751	0.11
2852	118	0.99
2852	687	0.94
2852	3250	0.29
2852	2020	0.11
2852	1769	0.13
2852	1937	0.71
2852	1118	0.58
2852	2159	0.29
2852	2288	0.61
2852	1797	0.99
2852	3566	0.16
2852	3503	0.11
2852	3594	0.11
2852	2891	0.99
2852	715	0.54
2852	885	0.11
2852	1654	0.32
2852	2166	0.99
2852	2011	0.1
2852	2275	0.93
2852	2165	0.49
2852	3042	0.78
2852	3373	0.11
2852	646	0.27
2852	2819	0.11
2077	1988	0.82
3070	765	0.3
3070	1133	0.29
3070	807	0.3
3070	2216	0.3
955	3490	0.12
955	1008	0.17
168	4	0.39
2652	467	0.99
1783	478	0.17
3423	1146	0.11
3423	478	0.13
3423	1501	0.11
3423	2089	0.11
3423	1857	0.14
3423	3274	0.11
3123	3423	0.1
3123	2321	0.98
3123	2034	0.11
3123	2325	0.29
3123	284	0.99
3123	3566	0.29
3123	963	0.11
3123	694	0.11
3123	605	0.15
3123	2122	0.11
935	1977	0.17
935	2707	0.19
935	2503	0.14
935	797	0.67
935	2295	0.99
1830	2147	0.11
1830	4	0.15
1830	249	0.99
1830	1552	0.11
1830	692	0.48
1830	570	0.16
1830	963	0.11
1830	1617	0.11
1830	2377	0.11
1256	1975	0.11
1256	1101	0.11
1256	2011	0.99
1256	1698	0.15
1256	3125	0.11
2658	3566	0.33
2658	2392	0.25
428	950	0.29
428	2497	0.4
2724	170	0.39
2724	3596	0.29
2724	201	0.39
2724	1816	0.29
682	1169	0.83
682	2026	0.11
682	2902	0.16
682	74	0.11
682	1102	0.11
682	1208	0.16
682	1735	0.1
682	3631	0.11
682	1889	0.16
682	318	0.16
2955	1468	0.84
2955	157	0.97
2955	2834	0.97
2955	2468	0.97
2955	338	0.63
2955	1599	0.98
2955	3138	0.39
2955	973	0.98
2955	2169	0.97
2955	1462	0.94
2073	2633	0.11
2073	1892	0.15
2073	2437	0.15
2073	3566	0.17
2073	2604	0.15
2073	1076	0.15
2073	1334	0.99
1227	2914	0.99
1227	1667	0.89
1227	1527	0.13
1227	2771	0.99
1227	2275	0.99
1385	655	0.29
2088	2852	0.73
2088	2946	0.58
2088	3027	0.12
2088	283	0.99
3088	404	0.14
3088	2576	0.15
3088	855	0.7
3088	2415	0.15
3088	1279	0.22
2826	2157	0.12
2826	929	0.12
2826	1863	0.99
2826	2034	0.11
2826	1001	0.36
2826	159	0.77
2826	1199	0.12
1089	700	0.42
1089	3419	0.3
1089	3120	0.99
3041	1236	0.99
3041	3091	0.15
3041	3525	0.64
3041	18	0.12
3041	2538	0.99
3041	1001	0.99
3041	2548	0.64
3041	2982	0.12
3041	1254	0.12
3041	1703	0.16
3041	2051	0.99
3041	1381	0.99
3041	277	0.99
3041	2563	0.56
3041	2067	0.1
1269	2631	0.11
1269	3436	0.11
1269	3122	0.11
1269	892	0.16
1269	3127	0.74
1269	1192	0.11
1269	3602	0.16
1269	436	0.11
1269	750	0.97
1269	2416	0.16
1269	1367	0.11
1269	1636	0.16
1269	74	0.4
1269	2294	0.15
1269	51	0.16
1269	3373	0.11
1269	1342	0.88
3000	2786	0.15
3000	1429	0.15
3000	1843	0.11
404	2825	0.13
404	1001	0.15
404	2982	0.67
404	2563	0.99
404	1103	0.22
404	719	0.15
1810	944	0.8
996	1529	0.14
996	2408	0.14
996	570	0.48
996	807	0.14
581	765	0.15
581	2325	0.2
581	1001	0.15
1356	2609	0.97
1356	1152	0.8
1356	2070	0.82
1356	1111	0.77
1356	2325	0.4
1356	2190	0.98
1356	901	0.97
1356	1492	0.82
1356	3014	0.29
1356	2909	0.18
1356	2409	0.82
1356	1758	0.3
1356	3566	0.4
1356	1054	0.98
1356	38	0.98
1356	1300	0.12
1356	3036	0.97
1356	2315	0.98
1356	1628	0.97
98	1001	0.3
98	496	0.98
98	2834	0.29
98	477	0.84
98	152	0.85
3435	2439	0.25
3435	2946	0.98
3435	684	0.25
3435	18	0.26
3435	2397	0.25
3435	3463	0.26
3435	3255	0.25
3435	2670	0.97
2701	3307	0.67
2701	2968	0.99
2701	1133	0.99
2701	1001	0.15
2701	2982	0.67
2701	2563	0.15
2701	55	0.15
2701	2789	0.15
2701	1841	0.13
2701	3400	0.26
1498	1347	0.15
707	2421	0.13
707	2946	0.94
707	2378	0.11
707	1848	0.1
707	904	0.66
707	4	0.15
707	2321	0.11
707	1863	0.22
707	3122	0.11
707	1882	0.11
707	18	0.83
707	1551	0.12
707	1001	0.11
707	1313	0.99
707	1996	0.11
707	714	0.13
707	118	0.99
707	284	0.84
707	3486	0.87
707	2908	0.11
707	1797	0.15
707	2446	0.11
707	1634	0.94
707	3566	0.13
707	963	0.11
707	22	0.13
707	3460	0.13
707	2891	0.99
707	1654	0.18
707	2166	0.43
707	1645	0.99
707	1927	0.15
707	3628	0.11
707	3484	0.13
707	3579	0.93
707	2671	0.11
707	2675	0.11
707	649	0.94
707	2989	0.99
707	2819	0.11
2946	2439	0.94
2946	3244	0.1
2946	1779	0.1
2946	1848	0.99
2946	1496	0.1
2946	2549	0.25
2946	2546	0.1
2946	18	0.33
2946	2397	0.11
2946	1313	0.99
2946	115	0.25
2946	2552	0.11
2946	2411	0.11
2946	118	0.99
2946	3075	0.28
2946	3626	0.1
2946	284	0.83
2946	3100	0.1
2946	3486	0.28
2946	1397	0.12
2946	1797	0.66
2946	1634	0.94
2946	3566	0.1
2946	2891	0.99
2946	1654	0.32
2946	2166	0.14
2946	3617	0.11
2946	1645	0.82
2946	3007	0.28
2946	1833	0.88
2946	3657	0.29
2946	2118	0.25
2946	1124	0.25
2946	3628	0.11
2946	1212	0.1
2946	3579	0.2
2946	3328	0.12
2946	2989	0.99
2946	3235	0.26
2946	2819	0.29
2147	3455	0.98
2147	2411	0.99
3160	1001	0.15
3160	2982	0.64
3160	1122	0.99
3160	2313	0.13
3160	1841	0.15
2126	2852	0.35
2126	331	0.11
2126	2946	0.11
2126	1206	0.15
2126	18	0.15
2126	202	0.11
2126	812	0.11
2126	1971	0.11
2126	35	0.11
2126	2592	0.1
2126	863	0.1
3221	1810	0.31
3221	2325	0.63
2836	2707	0.27
2836	252	0.28
2836	3127	0.17
2821	2309	0.24
2821	2630	0.32
2821	74	0.24
1515	1518	0.16
1515	765	0.11
1515	3307	0.12
1515	2158	0.35
1515	367	0.12
1515	560	0.11
1515	958	0.3
1515	3122	0.11
1515	2825	0.11
1515	914	0.11
1515	2977	0.2
1515	1001	0.44
1515	3057	0.11
1515	1042	0.5
1515	45	0.11
1515	2941	0.11
1515	2982	0.72
1515	3187	0.16
1515	3208	0.11
1515	951	0.17
1515	1149	0.12
1515	1118	0.33
1515	921	0.16
1515	2775	0.16
1515	2379	0.11
1515	3050	0.11
1515	277	0.11
1515	1278	0.11
1515	2281	0.16
1515	2027	0.15
1515	817	0.15
1515	2971	0.15
1515	230	0.11
1515	720	0.16
1515	3134	0.11
1515	3045	0.68
1515	2219	0.11
1515	2801	0.16
1515	1517	0.15
3530	2439	0.81
3530	2852	0.82
3530	707	0.64
3530	2946	0.14
3530	3508	0.11
3530	18	0.64
3530	2677	0.14
3530	2325	0.27
3530	651	0.12
3530	1772	0.97
3530	1100	0.11
3530	229	0.99
3530	3566	0.16
3530	1585	0.16
3530	723	0.16
3530	1969	0.99
3530	1208	0.16
3530	2166	0.14
3530	2327	0.15
3530	3452	0.34
3530	2989	0.97
3530	1891	0.15
3530	2819	0.11
3530	554	0.99
120	2096	0.2
120	1860	0.21
120	2050	0.22
1325	80	0.4
124	3237	0.77
765	2968	0.77
765	2168	0.29
765	80	0.4
765	3373	0.29
765	1976	0.29
2296	2861	0.22
3490	848	0.49
3490	2005	0.12
3490	321	0.11
3490	1256	0.17
3490	1051	0.15
3490	1396	0.17
3490	781	0.15
3490	602	0.17
3490	322	0.17
3490	1514	0.17
3490	3161	0.11
3490	3413	0.99
3490	854	0.15
3490	1042	0.15
3490	3559	0.99
3490	2982	0.56
3490	3157	0.16
3490	1254	0.12
3490	1072	0.16
3490	3564	0.99
3490	298	0.61
3490	3620	0.17
3490	3013	0.17
3490	3296	0.18
3490	1858	0.99
3490	807	0.64
3490	1271	0.12
3490	2128	0.17
3490	1811	0.12
3490	1609	0.97
3490	2313	0.3
3490	1735	0.12
3490	6	0.97
3490	3548	0.77
3490	2237	0.11
3490	2444	0.15
3490	2870	0.99
3490	1754	0.12
3490	2839	0.99
3490	3201	0.34
684	401	0.88
684	3229	0.12
684	16	0.99
684	3255	0.5
684	2837	0.84
684	3022	0.14
19	3508	0.25
19	3035	0.83
19	1013	0.33
19	1397	0.98
19	375	0.25
19	3452	0.32
2917	3345	0.29
2917	154	0.15
2917	2573	0.15
2917	2134	0.15
1197	2946	0.34
1197	1496	0.34
1197	1529	0.34
1197	1133	0.32
1197	1260	0.45
1197	388	0.45
1197	3566	0.45
1197	985	0.36
1197	3419	0.45
1197	1928	0.82
1197	649	0.98
336	72	0.23
336	909	0.15
336	1734	0.15
336	1174	0.15
2109	2384	0.96
2109	3212	0.16
1972	361	0.87
1972	1554	0.99
1972	2097	0.97
1972	176	0.99
1972	2525	0.96
1972	2143	0.99
1972	1722	0.96
1972	659	0.99
1786	9	0.14
1786	2062	0.99
1786	3122	0.13
1786	1024	0.14
1786	3602	0.2
1786	78	0.2
1786	3370	0.13
1786	3043	0.2
1786	1058	0.14
1786	416	0.2
1786	1292	0.14
643	2553	0.99
643	1529	0.15
643	3161	0.87
643	1228	0.2
643	1260	0.22
643	1758	0.15
643	2449	0.97
643	2894	0.21
643	824	0.98
643	74	0.15
643	2389	0.22
3467	2809	0.87
3467	3122	0.1
3467	2285	0.99
3467	2720	0.44
3467	2516	0.15
3467	2195	0.64
3467	3026	0.64
3467	1727	0.87
3467	2241	0.99
3467	3424	0.51
1017	3525	0.77
1017	1001	0.92
1017	1347	0.29
1017	2898	0.3
3307	775	0.39
3307	2136	0.98
3307	588	0.39
2158	408	0.2
2158	1595	0.2
2062	2631	0.11
2062	3439	0.11
2062	2310	0.11
2062	2602	0.11
926	1786	0.11
926	3122	0.11
926	33	0.11
926	52	0.12
926	252	0.94
926	1350	0.99
926	3127	0.94
926	493	0.97
926	796	0.99
926	1636	0.72
926	359	0.94
926	2572	0.99
926	2812	0.13
926	1342	0.19
3310	2436	0.97
3310	2962	0.99
3310	3564	0.17
3310	2510	0.12
3310	3348	0.99
3310	703	0.86
2378	1658	0.14
2378	1637	0.94
2378	2446	0.15
2968	1421	0.99
2968	1153	0.3
2968	1589	0.99
2968	2072	0.96
2968	1083	0.94
2968	3549	0.74
2968	3603	0.16
2968	3144	0.16
2968	3656	0.88
821	1158	0.7
821	3307	0.59
821	2325	0.22
821	2982	0.94
821	3218	0.59
2731	268	0.99
339	3570	0.2
339	1758	0.14
1746	193	0.29
1746	2866	0.3
1746	868	0.39
1746	923	0.8
1746	2597	0.39
1746	3631	0.3
2047	1529	0.3
2047	478	0.4
2047	159	0.3
1917	2524	0.16
1917	72	0.16
1917	1112	0.17
1917	550	0.12
1917	2937	0.12
3466	2512	0.29
3466	1758	0.3
175	3101	0.2
175	3316	0.42
175	2728	0.2
175	2287	0.13
175	3286	0.14
175	2288	0.2
175	2604	0.2
175	375	0.13
175	3155	0.13
253	2099	0.32
696	1271	0.26
1582	3072	0.97
1582	1706	0.97
1582	2539	0.94
1582	3318	0.68
1582	2885	0.94
1582	2606	0.55
1582	462	0.97
1582	148	0.76
1582	1527	0.89
1582	1622	0.76
1582	1561	0.97
1582	937	0.76
1582	655	0.94
1582	1030	0.68
1582	3092	0.93
1582	2048	0.94
1582	3465	0.97
1582	314	0.76
1582	3135	0.97
1582	2398	0.9
1582	3195	0.97
1582	2346	0.97
1582	2399	0.93
1582	1876	0.97
1582	2278	0.27
1582	123	0.48
929	739	0.39
929	1797	0.29
929	2313	0.74
929	3631	0.29
1204	2813	0.32
1204	171	0.51
1204	3307	0.23
1204	3525	0.24
1204	2825	0.26
1204	18	0.86
1204	2325	0.51
1204	2183	0.32
1204	2429	0.25
1204	1758	0.26
1204	3280	0.68
1204	1118	0.25
1204	1950	0.25
1204	1006	0.92
1204	1683	0.53
1204	2446	0.24
1204	868	0.3
1204	1540	0.12
1204	1672	0.25
1204	1940	0.33
1204	2563	0.91
1204	1039	0.32
1204	215	0.33
1204	3517	0.33
1204	2898	0.25
1204	719	0.25
3259	2506	0.25
3431	2428	0.98
3431	1623	0.82
3431	2216	0.34
1658	2917	0.15
1658	1133	0.99
1658	2239	0.15
1658	2761	0.22
1658	3631	0.66
1658	1303	0.2
1658	381	0.15
248	2325	0.21
248	1260	0.22
248	56	0.21
248	1758	0.15
248	1797	0.14
248	3504	0.14
1678	682	0.12
1678	449	0.16
1678	90	0.83
1678	1467	0.85
1678	3665	0.12
1678	157	0.99
1678	2750	0.31
1678	2834	0.99
1678	651	0.12
1678	2468	0.99
1678	338	0.15
1678	1799	0.99
1678	2708	0.31
1678	2766	0.99
1678	1599	0.78
1678	11	0.17
1678	3138	0.66
1678	973	0.78
1678	2522	0.76
1678	2169	0.99
2600	955	0.12
2600	996	0.19
2600	952	0.3
2600	3161	0.12
2600	2540	0.48
2600	2470	0.18
2600	478	0.18
2600	2756	0.19
2600	3165	0.11
2600	2764	0.19
2600	465	0.12
2600	2423	0.58
2600	3663	0.99
2600	2866	0.11
2600	2894	0.45
2600	88	0.66
2600	1907	0.99
2600	2655	0.16
2600	2895	0.99
2600	3566	0.54
2600	1199	0.15
2600	80	0.18
2600	2313	0.64
2600	3171	0.11
2600	534	0.75
1463	2325	0.82
1463	2259	0.59
1463	605	0.84
1463	3452	0.94
1463	531	0.92
1463	2706	0.9
1862	1535	0.17
1862	2223	0.23
1862	3084	0.25
2609	3398	0.32
2609	3467	0.24
2609	1152	0.69
2609	1111	0.97
2609	2190	0.58
2609	901	0.23
2609	2222	0.93
2609	3187	0.32
