1622
1010	573	0.983749
1010	356	0.983363
1010	698	0.952126
1010	861	0.99
1010	1005	0.948626
679	88	0.896235
679	623	0.705619
679	1364	0.893948
679	158	0.895229
891	8	0.569324
891	502	0.61369
891	890	0.564698
891	1550	0.99
891	777	0.572091
891	177	0.98246
1157	1118	0.99
1157	1474	0.97873
1157	606	0.99
1448	788	0.804967
1448	626	0.790977
1448	1163	0.840367
1448	1560	0.815874
1448	1208	0.574536
1448	1379	0.587614
1448	1458	0.552371
1448	385	0.884928
1051	228	0.976732
1051	292	0.536526
1051	1619	0.99
1051	445	0.99
1051	1060	0.897865
1051	387	0.933972
1051	326	0.89774
1051	755	0.988298
1051	367	0.982081
1295	716	0.99
1295	791	0.99
1295	112	0.99
1295	609	0.514794
1295	1262	0.99
1295	772	0.99
1295	1065	0.913037
779	1421	0.99
779	1460	0.894815
779	1382	0.925759
779	748	0.972347
425	105	0.96664
837	60	0.513756
362	657	0.569177
362	1	0.897012
1004	420	0.497327
1004	1436	0.920803
1004	495	0.557806
1004	1316	0.953928
1004	493	0.605775
1004	857	0.977045
1004	1308	0.560318
717	868	0.890318
717	745	0.897012
717	1495	0.950453
717	1467	0.581617
717	168	0.566898
717	427	0.682066
717	1589	0.634788
717	951	0.57831
717	875	0.788313
717	605	0.99
717	169	0.99
717	1095	0.816232
717	116	0.760967
717	690	0.733132
717	758	0.975835
717	844	0.49484
717	1280	0.884823
250	901	0.744429
250	872	0.60191
250	3	0.856787
250	541	0.626222
250	801	0.847419
250	1198	0.897012
250	741	0.579689
632	311	0.895352
918	1344	0.918327
918	281	0.63397
918	1097	0.897012
1182	259	0.52523
1182	512	0.885045
1182	59	0.567935
1182	140	0.566898
1182	224	0.533257
1182	1076	0.606432
1182	1078	0.847419
1182	1523	0.522974
1182	1054	0.736587
1182	1359	0.643273
1182	32	0.532958
1182	929	0.656985
1182	744	0.574416
1182	318	0.526291
1182	1213	0.753918
1182	33	0.829892
1182	864	0.632782
1182	1225	0.855603
1182	1423	0.99
1182	1395	0.509447
1182	1288	0.620073
1182	760	0.907821
1182	1176	0.650743
1182	1499	0.852119
1246	607	0.564468
721	641	0.99
721	781	0.99
721	898	0.99
721	114	0.99
721	192	0.99
721	584	0.99
721	1202	0.99
721	1537	0.99
721	188	0.99
721	1143	0.99
721	1072	0.567153
721	1562	0.99
721	1426	0.99
721	376	0.99
721	236	0.99
836	907	0.802368
836	156	0.727842
473	600	0.544707
803	1255	0.610144
1118	1474	0.99
1118	606	0.99
1329	812	0.897426
1329	1144	0.90456
1329	1220	0.989966
1576	1610	0.902971
1576	1086	0.594045
1576	1500	0.99
1576	464	0.99
1576	584	0.939664
1576	190	0.99
1576	1331	0.99
1195	1259	0.978328
1195	958	0.99
1195	627	0.893674
1195	1233	0.99
1195	889	0.522549
1536	898	0.566846
73	1061	0.546313
73	1156	0.494571
73	318	0.485269
73	1397	0.893362
73	1146	0.890832
73	821	0.503272
73	530	0.524727
73	596	0.523864
73	1176	0.641841
40	1146	0.534378
1526	1478	0.892386
1526	536	0.832185
1526	876	0.886754
1526	1263	0.905229
1526	446	0.503157
1526	1403	0.553978
1526	178	0.897012
1478	536	0.897012
1478	1197	0.844463
1478	1327	0.866707
1478	1491	0.838855
1478	876	0.897012
1478	1263	0.878211
1478	1403	0.897012
1478	180	0.561976
1478	1438	0.569754
1001	290	0.591086
1001	1055	0.488393
1001	1274	0.573735
1001	453	0.691055
1001	1121	0.662301
1001	1170	0.897012
1001	59	0.896758
1001	421	0.974083
1001	1559	0.507772
1001	1009	0.61556
1001	1087	0.525074
1001	1119	0.892806
1001	1273	0.978711
1001	525	0.966166
1001	1054	0.583216
1001	338	0.899527
1001	1043	0.773119
1001	705	0.575615
1001	1496	0.897012
1001	441	0.584358
1001	1386	0.928552
1001	1186	0.983502
1001	1388	0.760631
1001	830	0.893754
1001	610	0.889906
1001	528	0.952679
1001	888	0.897474
1001	1573	0.745925
1001	722	0.591086
1001	68	0.644916
1001	220	0.908589
1001	587	0.930244
1001	1107	0.569591
1001	730	0.986141
1001	286	0.875296
1001	596	0.604347
1001	635	0.49755
1001	1044	0.896888
1001	1214	0.574593
1001	397	0.923183
1001	134	0.963116
1001	1604	0.544573
1001	1541	0.890147
1001	206	0.950071
274	611	0.558512
161	310	0.897012
161	1209	0.522351
647	517	0.551524
647	892	0.534821
901	3	0.514663
901	541	0.657777
901	801	0.534614
901	1198	0.694172
901	741	0.61089
285	1510	0.715806
285	471	0.75869
399	1096	0.99
399	954	0.99
399	202	0.595011
399	1281	0.903065
399	148	0.99
399	1245	0.98973
399	558	0.918665
399	1430	0.897012
399	668	0.867367
399	1467	0.989207
399	1475	0.900415
399	194	0.643773
399	930	0.577521
399	430	0.99
399	1589	0.99
399	52	0.99
399	212	0.836709
399	875	0.99
399	1212	0.897012
399	505	0.892717
399	1346	0.502322
399	74	0.893017
399	165	0.938206
399	649	0.99
399	1035	0.906802
399	680	0.99
1590	1497	0.629378
1590	259	0.693149
1590	1055	0.538286
1590	742	0.543453
1590	370	0.690706
1590	1047	0.893169
1590	1265	0.646133
1590	140	0.801795
1590	1105	0.535716
1590	266	0.858233
1590	751	0.549743
1590	1009	0.572935
1590	1145	0.494886
1590	825	0.897012
1590	350	0.857493
1590	783	0.586411
1590	1359	0.947036
1590	1437	0.595153
1590	762	0.560684
1590	243	0.577728
1590	503	0.745014
1590	1455	0.890162
1590	82	0.507007
1590	1271	0.746587
1590	267	0.753474
1590	1061	0.576298
1590	1174	0.5663
1590	16	0.530859
1590	1286	0.589541
1590	271	0.543716
1590	809	0.912082
1590	318	0.721304
1590	137	0.831825
1590	33	0.571981
1590	1505	0.494048
1590	996	0.587764
1590	459	0.566898
1590	1222	0.791913
1590	1232	0.541946
1590	1593	0.502086
1590	510	0.892084
1590	821	0.541714
1590	1572	0.554183
1590	1120	0.896275
1590	530	0.893018
1590	1600	0.840223
1590	894	0.622193
1590	1395	0.604405
1590	361	0.631385
1590	764	0.551272
1590	1289	0.683619
1590	1288	0.893854
1590	596	0.544727
1590	945	0.545275
1590	1595	0.839567
1590	1338	0.48232
617	865	0.82857
617	36	0.896093
617	264	0.99
769	1543	0.497515
763	1313	0.580497
763	994	0.82428
763	329	0.880404
763	325	0.65212
763	1582	0.896658
763	990	0.798387
763	327	0.89292
763	1435	0.893757
763	1229	0.548623
763	484	0.82779
763	1290	0.582043
763	580	0.894592
763	928	0.871014
763	2	0.507261
763	104	0.897649
763	982	0.89538
763	207	0.88523
763	1017	0.566898
763	299	0.893501
763	501	0.666592
763	1446	0.571162
763	431	0.871014
1596	449	0.99
1596	213	0.568285
1596	932	0.99
1596	87	0.897012
1596	28	0.99
1596	1547	0.99
1596	321	0.99
1596	985	0.99
1596	1125	0.99
1596	870	0.99
1596	966	0.99
1596	1561	0.99
1596	129	0.935007
1596	1592	0.99
1596	1075	0.99
142	656	0.99
1525	357	0.99
1525	5	0.979514
1525	759	0.99
106	294	0.912082
1042	1314	0.684064
20	45	0.897012
686	69	0.99
575	1124	0.628296
1471	568	0.515498
1471	1347	0.605198
290	259	0.726858
290	1055	0.99
290	512	0.624088
290	742	0.525536
290	1274	0.93731
290	453	0.568368
290	1556	0.512899
290	832	0.557097
290	1121	0.606111
290	1047	0.878422
290	59	0.897012
290	644	0.749611
290	140	0.533481
290	1105	0.887292
290	266	0.571238
290	421	0.872874
290	1122	0.893783
290	1009	0.942448
290	1119	0.482733
290	1076	0.555647
290	825	0.906223
290	1273	0.824813
290	350	0.854473
290	783	0.897012
290	1054	0.99
290	1359	0.521361
290	32	0.591868
290	1455	0.536984
290	1253	0.596857
290	438	0.546897
290	1271	0.578906
290	1008	0.483493
290	1061	0.54469
290	338	0.852267
290	705	0.566898
290	1174	0.530312
290	1411	0.544749
290	16	0.544432
290	166	0.570529
290	1179	0.916116
290	957	0.523351
290	809	0.527524
290	744	0.855687
290	1186	0.574493
290	318	0.859014
290	1213	0.946999
290	137	0.745707
290	830	0.569219
290	33	0.674178
290	1505	0.790252
290	996	0.59016
290	610	0.515536
290	528	0.712745
290	888	0.692659
290	1222	0.497616
290	487	0.493
290	1593	0.78056
290	510	0.812225
290	821	0.838835
290	1572	0.574281
290	220	0.656733
290	1123	0.609171
290	587	0.518167
290	1225	0.545007
290	1120	0.505424
290	1107	0.62943
290	530	0.566898
290	1472	0.575436
290	894	0.644596
290	730	0.973945
290	1395	0.891598
290	553	0.531095
290	1289	0.560822
290	1288	0.89211
290	596	0.896219
290	945	0.555054
290	760	0.535943
290	1044	0.908347
290	1595	0.610911
290	397	0.51626
290	336	0.630752
290	1176	0.775073
290	206	0.746253
1507	1096	0.623923
1507	558	0.722435
1507	1467	0.523505
1507	194	0.494596
1507	1589	0.897012
1507	875	0.896099
1507	505	0.540988
1507	649	0.527167
1507	680	0.737658
373	320	0.603682
34	916	0.537415
34	400	0.897012
34	343	0.897012
34	925	0.939484
34	967	0.753981
34	49	0.578303
1187	1597	0.809239
1187	924	0.566898
1187	970	0.546071
1187	1472	0.506732
1187	975	0.492505
1187	1349	0.55678
592	187	0.897012
592	474	0.891952
592	25	0.566898
592	269	0.507261
592	313	0.892917
592	794	0.894698
592	588	0.897012
592	775	0.826364
592	1620	0.897012
592	275	0.863645
592	1129	0.603655
592	1369	0.834701
592	447	0.897012
592	1518	0.942592
592	65	0.897485
592	608	0.972762
592	700	0.897012
592	1453	0.892863
592	1237	0.630772
592	1605	0.791587
592	980	0.897327
592	989	0.58093
592	1164	0.769448
592	1165	0.836848
592	472	0.896509
1497	259	0.556372
1497	742	0.59788
1497	370	0.494777
1497	1265	0.762821
1497	140	0.579359
1497	1105	0.804474
1497	266	0.892103
1497	1009	0.556006
1497	1145	0.618218
1497	825	0.869645
1497	350	0.746732
1497	783	0.777379
1497	1359	0.59457
1497	1437	0.572185
1497	762	0.861295
1497	243	0.574667
1497	503	0.54798
1497	1455	0.876405
1497	1271	0.509904
1497	267	0.770552
1497	1061	0.562109
1497	506	0.568842
1497	1174	0.566898
1497	1311	0.974384
1497	1286	0.75796
1497	809	0.893681
1497	652	0.514348
1497	318	0.553711
1497	137	0.893422
1497	1505	0.528167
1497	1222	0.825614
1497	1593	0.570402
1497	510	0.64602
1497	821	0.565488
1497	1572	0.769158
1497	1120	0.848266
1497	1600	0.568842
1497	894	0.560393
1497	361	0.576865
1497	764	0.710788
1497	1289	0.800831
1497	1288	0.523334
1497	596	0.566898
1361	1554	0.99
1361	526	0.565758
1361	1025	0.902102
1361	572	0.99
1361	662	0.978782
1361	203	0.988568
1361	300	0.897012
1361	944	0.636249
1361	424	0.50034
1361	856	0.891928
1361	1134	0.98937
1361	176	0.706573
1361	1297	0.897299
1361	883	0.78344
1361	669	0.99
1361	94	0.987998
1361	1090	0.583213
1361	739	0.99
1361	54	0.529321
1361	1527	0.984868
1361	561	0.99
306	619	0.566898
306	869	0.52825
1301	655	0.580145
418	478	0.89306
645	1454	0.558843
536	1197	0.772578
536	1327	0.842927
536	626	0.552217
536	701	0.65202
536	99	0.983108
536	107	0.499297
536	1519	0.565993
536	1240	0.897674
536	1406	0.530375
536	446	0.895534
536	1403	0.897269
536	180	0.905111
536	941	0.99
536	931	0.971009
536	1438	0.739194
1197	99	0.51319
1197	1240	0.574359
871	527	0.629457
